City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
276,Constitucion,CL,-35.3333,-72.4167,54.37,83,46,10.83,scattered clouds
277,Ialibu,PG,-6.2821,143.9935,71.55,60,91,2.68,overcast clouds
278,Siniscola,IT,40.5719,9.6922,51.35,83,14,8.46,moderate rain
279,Pisco,PE,-13.7,-76.2167,66.25,77,0,16.11,clear sky
280,Hasaki,JP,35.7333,140.8333,50.4,38,4,21.94,clear sky
281,Olavarria,AR,-36.8927,-60.3225,61.43,58,0,8.68,clear sky
282,Broken Hill,AU,-31.95,141.4333,89.31,27,7,17.27,clear sky
283,Lima,PE,-12.0432,-77.0282,69.91,75,0,11.5,light rain
284,Ios,GR,36.7333,25.2833,57.06,56,0,7.29,clear sky
285,Nelson Bay,AU,-32.7167,152.15,80.29,72,32,4.0,scattered clouds
286,Viedma,AR,-40.8135,-62.9967,68.65,61,67,19.51,broken clouds
287,Krasnyy Kholm,RU,58.0607,37.1203,14.97,94,99,10.89,overcast clouds
288,La Ronge,CA,55.1001,-105.2842,14.25,85,90,5.75,light snow
289,Yar-Sale,RU,66.8333,70.8333,0.79,96,100,14.14,overcast clouds
290,Hohhot,CN,40.8106,111.6522,5.29,78,0,4.47,clear sky
291,Hamilton,US,39.1834,-84.5333,53.04,87,90,1.99,overcast clouds
292,Mount Isa,AU,-20.7333,139.5,96.57,20,3,13.8,clear sky
293,Iquique,CL,-20.2208,-70.1431,66.24,77,56,2.24,broken clouds
294,Obidos,BR,-1.9175,-55.5181,83.61,58,95,3.13,overcast clouds
295,General Pico,AR,-35.6566,-63.7568,72.72,49,30,7.92,scattered clouds
296,Sun City West,US,33.662,-112.3413,82.0,24,1,1.01,clear sky
297,Amapa,BR,1.0,-52.0,73.18,99,100,2.8,light rain
298,Payo,ID,-3.7508,103.6372,75.58,80,65,1.3,broken clouds
299,Daru,PG,-9.0763,143.2092,84.45,74,89,5.68,overcast clouds
300,Carnarvon,AU,-24.8667,113.6333,71.67,60,0,27.63,clear sky
301,Faanui,PF,-16.4833,-151.75,77.68,82,100,17.27,heavy intensity rain
302,Acarau,BR,-2.8856,-40.12,80.73,77,74,14.29,broken clouds
303,Basco,PH,20.4487,121.9702,73.29,65,79,27.29,broken clouds
304,Panzhihua,CN,26.5851,101.7128,47.28,92,90,0.72,overcast clouds
305,Slave Lake,CA,55.2834,-114.769,31.98,80,1,4.61,clear sky
306,Maltahohe,NA,-24.8333,16.9833,70.56,21,35,8.95,scattered clouds
307,Springdale,US,36.1867,-94.1288,60.93,58,1,0.0,clear sky
308,Bertinoro,IT,44.1469,12.1389,54.75,76,40,6.91,scattered clouds
309,Rosia De Amaradia,RO,45.05,23.75,34.02,86,10,1.36,clear sky
310,Marsh Harbour,BS,26.5412,-77.0636,75.65,69,74,17.0,broken clouds
311,Kailua,US,21.4022,-157.7394,82.74,68,40,13.8,scattered clouds
312,Kaeo,NZ,-35.1,173.7833,71.33,83,100,7.4,overcast clouds
313,Tomatlan,MX,19.9333,-105.25,77.56,71,74,3.6,broken clouds
314,Gilgit,PK,35.9221,74.3087,41.34,42,99,3.27,overcast clouds
315,Catabola,AO,-12.15,17.2833,61.47,94,99,2.82,light rain
316,Yibin,CN,28.7667,104.6238,50.74,77,97,1.36,overcast clouds
317,Rudbar,AF,30.15,62.6,59.27,29,0,6.35,clear sky
318,Indian Head,US,38.6001,-77.1622,54.07,59,20,1.99,few clouds
319,Novoukrayinka,UA,48.3264,31.5285,30.81,84,82,6.44,broken clouds
320,Pandan,PH,14.0453,124.1694,79.27,82,100,22.97,overcast clouds
321,Lakes Entrance,AU,-37.8811,147.981,87.17,46,0,9.22,clear sky
322,Tautira,PF,-17.7333,-149.15,86.02,76,100,19.69,light rain
323,Baruun-Urt,MN,46.6806,113.2792,21.06,62,18,17.56,few clouds
324,Jertih,MY,5.7336,102.4897,73.27,99,100,5.91,light rain
325,Roma,US,43.2128,-75.4557,38.66,81,75,5.75,broken clouds
326,Lobito,AO,-12.3481,13.5456,76.77,83,97,4.07,overcast clouds
327,Tilichiki,RU,60.4667,166.1,9.14,93,100,11.21,light snow
328,Nuristan,AF,35.3,70.8333,18.03,21,0,11.23,clear sky
329,Saint-Francois,FR,46.4154,3.9054,42.24,88,75,6.91,broken clouds
330,Aykhal,RU,66.0,111.5,-20.09,100,95,4.65,overcast clouds
331,Tay Ninh,VN,11.3,106.1,73.33,72,9,8.37,clear sky
332,Ampanihy,MG,-24.7,44.75,75.15,74,0,5.53,clear sky
333,Hualmay,PE,-11.0964,-77.6139,66.51,83,100,7.31,overcast clouds
334,Padang,ID,-0.9492,100.3543,77.05,83,17,2.51,few clouds
335,Banyo,CM,6.75,11.8167,69.57,33,59,3.49,broken clouds
336,Timiryazevskiy,RU,56.49,84.8769,18.55,87,100,9.31,overcast clouds
337,Bud,US,39.447,-86.1758,50.31,97,65,5.55,broken clouds
